title,abstract,date,section,url
Climate change: UK calls on private sector to make big investments to save the planet,"Fox News contributor Joe Concha reacts to the media's defense of Biden after the president allegedly fell asleep during the COP26 Climate Summit in Glasgow, Scotland.","November 3, 2021",world,https://www.foxnews.com/world/global-warming-uk-calls-private-sector-big-investments-save-planet
Pandemic and politics drive China's Xi Jinping's decision to avoid climate summit,"Sen. John Barrasso, R-Wyo., has penned a letter to Energy Secretary Jennifer Granholm, requesting details on taxpayer-related costs to send Energy Department employees to the 2021 United Nations Climate Change Conference.","November 3, 2021",world,https://www.foxnews.com/world/pandemic-politics-drive-china-xi-jinpings-decision-climate-summit
NASA study: Climate change impact on world's crops expected within next decade,'The Five' respond to Joe Biden appearing to fall asleep at the 2021 United Nations Climate Change Conference in Glasgow,"November 2, 2021",world,https://www.foxnews.com/science/nasa-study-climate-change-impact-world-crops-next-decade
"GOP senators call out Biden climate 'hypocrisy,' demand tally of emissions to transport officials to Glasgow","Amazon founder Jeff Bezos flew his private jet to Glasgow, Scotland, for a United Nations summit aimed at cutting global greenhouse gas emissions, photos obtained by Fox News reveal.","November 2, 2021",world,https://www.foxnews.com/politics/senators-biden-admin-climate-hypocrisy-tally-carbon-emissions-transport-glasgow-climate
Joe Concha: Imagine the media reaction if Trump dozed off at a climate summit,"During the U.N.'s COP26, it is in America’s best interest that President Biden doesn’t trust advice from his climate czar John Kerry or lofty rhetoric from the Chinese Communist Party.","November 2, 2021",world,https://www.foxnews.com/media/joe-concha-biden-asleep-climate-summit-media-trump
Barrasso demands cost and questions carbon footprint of Biden administration Glasgow summit trip,"President Biden on Monday warned that climate is ""an existential threat to human existence as we know it,"" at the United Nations' COP26 conference, then apologized for former President Trump's withdrawal from the Paris climate accord.","November 1, 2021",world,https://www.foxnews.com/politics/barrasso-demands-cost-and-carbon-footprint-of-biden-administration-glasgow-summit-trip
'The Five' slam Joe Biden for embarrassing America on international stage: 'It does look dopey',"Former Brexit party leader Nigel Farage blasted President Biden's ""hypocritical"" stance on climate change, arguing it is ""complete madness"" he would endorse fossil fuel energy production abroad while promoting green energy sources domestically.","November 1, 2021",world,https://www.foxnews.com/media/joe-biden-cop26-climate-change-summit-falls-asleep-the-five
Jeff Bezos flies gas-guzzling private jet to Glasgow climate change summit,"Former House Speaker Newt Gringrich called out the Biden administration for its lack of accomplishments and highlighted that China, the world leader in pollution, won't be attending the UN Climate Change Conference.","November 1, 2021",world,https://www.foxnews.com/politics/jeff-bezos-private-jet-glasgow-climate-change-summit
"Biden calls climate crisis 'an existential threat', apologizes for Trump pulling out of Paris accord","The COVID-19 pandemic demonstrated just how important it is to produce key resources like energy here in the United States. Sadly, that is not the lesson that President Biden learned.","November 1, 2021",world,https://www.foxnews.com/politics/biden-calls-climate-crisis-an-existential-threat-to-human-existence-as-we-know-it-at-cop26
Nigel Farage blasts 'ineffectual' Biden on climate change hypocrisy: It's 'complete madness',"The White House said that climate change is an ""existential"" threat to humanity, and it is putting its money where its mouth is with a show of force in Glasgow, Scotland.","November 1, 2021",world,https://www.foxnews.com/media/nigel-farage-biden-climate-change-hypocrisy-madness
"Newt Gingrich rips Biden admin over climate summit: All smiles, nothing accomplished","Want proof that President Biden is just another ""limousine liberal""? Check out his 85-vehicle motorcade through Rome this weekend ahead of Sunday's COP26 UN Climate Change Conference, says Fox News contributor Lisa Boothe.","November 1, 2021",world,https://www.foxnews.com/media/newt-gingrich-biden-climate-summit-nothing-accomplished
Biden holds press conference to conclude G20 Summit,"As world leaders from 190 nations convene in Glasgow, Scotland for the Climate Change Conference Sunday, leading climate activists are preparing to sit these talks out.","October 31, 2021",world,https://www.foxnews.com/politics/biden-holds-live-press-conference-to-conclude-g-20-summit
"Biden sends army of aides, Cabinet members to Glasgow climate summit amid major problems at home","Former Vice President Al Gore called on the world to ""say goodbye to coal, oil and gas"" to fight climate change in a video released Friday ahead of the upcoming UN COP 26 global warming conference.","October 31, 2021",world,https://www.foxnews.com/politics/biden-cabinet-white-house-glasgow-climate-summit
Biden's 85-vehicle motorcade a textbook example of hypocrisy from 'limousine liberals': Boothe,"With less than one week until world leaders plan to meet in Glasgow for the Climate Change Conference, a UN report released Tuesday revealed goals to lower greenhouse gas emissions by 2030 will not be enough.","October 30, 2021",world,https://www.foxnews.com/media/bidens-85-vehicle-motorcade-a-textbook-example-of-limousine-liberals-hypocrisy-boothe
"Climate activists boycott climate conference over vaccine inequality, despite warnings of impending doom","Anne Bradbury, CEO of the American Exploration and Production Council, weighed in on the dispute between the Texas governor and leaders of the United Nations. She said while there is a need for renewable energy to combat climate change, leaders need a ""realistic"" approach to providing affordable and reliable energy.","October 30, 2021",world,https://www.foxnews.com/politics/climate-activists-boycott-climate-conference-over-vaccine-inequality-despite-warnings-impending-doom
"TIME magazine gives John Kerry glowing cover treatment in climate change issue, ignores his private jet habit","The Biden administration on Thursday is ""officially recognizing and reporting"" on the ""linkage"" between climate change and migration.","October 29, 2021",world,https://www.foxnews.com/media/time-john-kerry
"Al Gore: 'Time to say goodbye to coal, oil and gas worldwide'",A tense video has emerged appearing to show a British woman driving into a pair of climate protesters after pleading with them to stop blocking a road because her 11-year-old son “needs to get to school.”,"October 29, 2021",world,https://www.foxnews.com/politics/al-gore-say-goodbye-coal-oil-gas-worldwide
"UN claims 2030 greenhouse emission goals not enough, world 'on track for climate catastrophe'","Greta Thunberg, the Swedish high school student seen by many as a leading ambassador in the fight against climate change, rocked out on stage to Rick Astley’s “Never Gonna Give You Up.”","October 26, 2021",world,https://www.foxnews.com/politics/un-2030-greenhouse-emission-goals-climate-catastrophe
Greg Abbott fires back at UN after criticism of Texas carbon emissions: 'Pound Sand',"Dozens of activists protesting fossil fuel projects were arrested Thursday in Washington, D.C., after they staged a sit-in at the Interior Department, a move that led to ""multiple injuries"" and at least one law enforcement officer being transported to a hospital.","October 26, 2021",world,https://www.foxnews.com/media/greg-abbott-un-texas-carbon-emissions-pound-sand
"Biden admin. 'officially recognizing' link between climate change, migration",Climate czar John Kerry appears to be profiting from slave labor in China.,"October 21, 2021",world,https://www.foxnews.com/politics/biden-administration-recognizing-climate-change-migration-link
British mother drives SUV into climate protesters blocking road: 'I'm not joking',"Prince William criticized space tourism this week, saying that innovators should be focused on saving Earth, not looking for a new planet to inhabit.","October 19, 2021",world,https://www.foxnews.com/world/british-mother-drives-suv-into-climate-protesters-video-shows
"Greta Thunberg dances, sings ‘Never Gonna Give You Up’ during climate event","Climate activists continued their protest outside the White House on Wednesday, with one activist group suggesting that President Biden is “complicit in mass death.”","October 19, 2021",world,https://www.foxnews.com/world/greta-thunberg-dances-sings-never-gonna-give-you-up-during-climate-event
"'Reminiscent of Jan. 6': Violent protesters arrested after storming Interior Department, injuring officers",An interstate carbon tax agreement promoted as having 13 mid-Atlantic and Northeastern members appears shaky after the Connecticut legislature snubbed the idea in September.,"October 15, 2021",world,https://www.foxnews.com/politics/reminiscent-of-jan-6-violent-protesters-arrested-after-storming-interior-department-injuring-officers
Prince William criticizes space tourism at the expense of solving climate change,The U.S. is on pace to exceed 2020's record number of billion-dollar disasters. ,"October 14, 2021",world,https://www.foxnews.com/world/prince-william-criticizes-space-tourism-at-the-expense-of-solving-climate-change
"Biden is complicit in climate-related 'mass death,' activists claim",Billie Eilish slammed the state of Texas over its recent controversial abortion law while performing at Austin City Limits over the weekend.,"October 13, 2021",world,https://www.foxnews.com/politics/biden-complicit-climate-mass-death
State-level carbon tax climate agreement 'having a hard time getting off the ground',"Reps. Cathy McMorris Rodgers, R-Wash., and Morgan Griffith, R-Va., are sending a letter to four prominent far-left climate groups inquiring about possible ties to the Chinese Communist Party.","October 13, 2021",world,https://www.foxnews.com/politics/interstate-climate-compact-stalls
"Climate protesters swarm White House, vandalize Jackson statue, warn Biden","Left-wing activist Michael Moore claimed Sunday that U.S. defense policy and spending should be refocused from military involvement in other countries to instead fight climate change, White supremacy and the coronavirus pandemic.","October 11, 2021",world,https://www.foxnews.com/politics/climate-protesters-swarm-white-house
"Billion-dollar disasters: US on pace to top 2020 record, report says",Fox News' “Gutfeld!” beat all the other late-night shows Wednesday after the liberal hosts collectively hyped the so-called “Climate Night.”,"October 9, 2021",world,https://www.foxnews.com/us/billion-dollar-disasters-us-on-pace-exceed-2020-record-report
Billie Eilish calls out Texas over abortion law during performance in Austin: 'I'm sick and tired of old men',"Raymond Arroyo slammed Biden's decision to entrust John Kerry in getting China involved in combatting climate change on ""Fox News Primetime.""","October 4, 2021",world,https://www.foxnews.com/entertainment/billie-eilish-texas-abortion-law-performance-austin
House Republicans demand answers from progressive groups on possible ties to Chinese Communist Party,President Biden’s remarks Tuesday to the U.N. General Assembly fell flat. Here's why.,"October 3, 2021",world,https://www.foxnews.com/politics/house-republicans-letter-progressives-ties-chinese-communist-party
"Left-wing activist Michael Moore says US defense should focus on climate, White supremacists, COVID vaccines","Voters believe the U.S. military action in Afghanistan after 9/11 made the United States safer – and that the Taliban’s resurgence is a threat to U.S. security, according to a national Fox News survey of registered voters released Sunday.","September 27, 2021",world,https://www.foxnews.com/media/left-wing-activist-michael-moore-us-defense-climate-white-supremacists-covid-vaccines
'Gutfeld!' beats all late-night shows on their widely hyped 'Climate Night',"More than a third of the world's sharks and rays are threatened with extinction, according to the International Union for the Conservation of Nature (IUCN).","September 24, 2021",world,https://www.foxnews.com/media/gutfeld-colbert-kimmel-fallon-climate-night
Raymond Arroyo: China 'loves' Biden's climate change push,"House Speaker Nancy Pelosi argued Thursday that opening a dialogue with China on climate change must take priority as the “overriding issue,” despite a slurry of threats posed by the communist nation.","September 21, 2021",world,https://www.foxnews.com/media/raymond-arroyo-china-biden-climate-change-push
Fox News Poll: Nine in 10 say Taliban control of Afghanistan poses threat to US,Biden said that climate change being behind natural disasters was 'no longer subject to debate',"September 19, 2021",world,https://www.foxnews.com/official-polls/fox-news-poll-nine-in-10-say-taliban-control-of-afghanistan-poses-threat-to-u-s
More than a third of shark species threatened with extinction,A new poll claims President Joe Biden's job approval is “underwater” as a majority of Americans negatively score his withdrawal from Afghanistan and criticize his handling of climate change.,"September 18, 2021",world,https://www.foxnews.com/science/more-than-a-third-shark-species-threatened-with-extinction
Pelosi says addressing climate change with China is 'overriding issue' despite human rights abuses,A new biotechnology company is aiming to genetically resurrect the woolly mammoth by 2027.,"September 16, 2021",world,https://www.foxnews.com/politics/pelosi-climate-change-china-overriding-issue-human-rights
Nicholas brings flooding to Gulf Coast states still recovering from Hurricane Ida,President Biden blamed the ongoing wildfires in the western U.S. on global warming and claimed its effects can only get worse.,"September 15, 2021",world,https://www.foxnews.com/us/nicholas-flooding-gulf-coast-hurricane-ida
Biden says climate change causing severe weather is 'no longer subject to debate',"Democrats like President Joe Biden often point to California's devastating wildfires as evidence of climate change, but center-right policy experts claim that federal regulation and poor forest management, not climate change, best explain the fiery devastation in the Golden State.","September 14, 2021",world,https://www.foxnews.com/politics/biden-says-climate-change-causing-severe-weather-is-no-longer-subject-to-debate
"Biden approval 'underwater' as Americans criticize his withdrawal from Afghanistan, new poll shows","A guest essay in The New York Times claimed Monday that Southern Americans would ""continue to die unnecessary deaths"" from the coronavirus pandemic, natural disasters, self-administered abortions and gun violence because of Republicans' continued focus on ""freedom.""","September 14, 2021",world,https://www.foxnews.com/politics/biden-approval-underwater-as-americans-criticize-his-withdrawal-from-afghanistan-new-poll-shows
Woolly mammoth resurrection? Scientists say it's in process,"President Joe Biden toured storm-ravaged areas of New York and New Jersey on Tuesday, blaming the devastation on climate change.","September 14, 2021",world,https://www.foxnews.com/science/woolly-mammoth-resurrection-scientists-process
Biden blames Idaho wildfires on global warming,"Political analyst Matthew Dowd predicted on Thursday the world will see more deaths due to climate change this year than ""all of the World Wars in the last 100 years combined.""","September 13, 2021",world,https://www.foxnews.com/politics/biden-blames-idaho-wildfires-on-global-warming-warns-its-not-going-to-get-any-better-than-this
"How federal regulation, not climate change, explains California's wildfire crisis: experts",CBS News raised eyebrows on Friday for a report titled “How climate change helped strengthen the Taliban” as the terror group has taken over Afghanistan.,"September 9, 2021",world,https://www.foxnews.com/politics/how-federal-regulation-not-climate-change-explains-californias-wildfire-crisis
New York Times essay argues Southerners will 'die unnecessary deaths' because of Republican focus on 'freedom',"King-Thompson, who was jailed two years ago after climbing London's tallest building, The Shard, says he's trying to raise awareness about climate change following flooding in London last month.","September 8, 2021",world,https://www.foxnews.com/media/new-york-times-guest-essay-southerners-die-unnecessary-deaths-republican-focus-freedom
"Biden blames Northeast storm damage on climate change, calls on Congress to pass infrastructure bill","In the first release of a three-part report, the Intergovernmental Panel on Climate Change (IPCC) warned this week of the consequences of a rapidly warming world spurred largely by human-influenced climate change.","September 8, 2021",world,https://www.foxnews.com/politics/biden-blames-storm-damage-in-northeast-on-climate-change-calls-on-congress-to-pass-infrastructure-spending
"Matthew Dowd predicts 100 million deaths this year from climate change, blames Republicans","Fact: more people died from cold weather than hot. A new Lancet study reports that while a half million people die from heat per year, roughly 4.5 million die from the cold.","September 2, 2021",world,https://www.foxnews.com/media/msnbc-matthew-dowd-100-million-climate-change-deaths
CBS News mocked for report claiming 'climate change helped strengthen the Taliban','Green Fraud' author Marc Morano joined 'Fox & Friends' Tuesday to discuss the UN's new report sounding the alarm on climate change and calling it a 'code red for humanity.',"August 20, 2021",world,https://www.foxnews.com/media/cbs-news-climate-change-helped-strengthen-taliban
Free climber scales another London skyscraper,The U.N.-appointed Intergovernmental Panel on Climate Change published a new report Monday summarizing the latest authoritative scientific information about global warming.,"August 12, 2021",world,https://www.foxnews.com/world/free-climber-scales-london-skyscraper
Scientists challenge 'alarm bells' in IPCC climate change report: 'Not the end of the world',Researchers report that last month was the worst July for wildfires around the world since at least the year 2003.,"August 12, 2021",world,https://www.foxnews.com/us/ipcc-climate-change-reports-claims-challenged-by-skeptics
'Green Fraud' author: Goal of UN climate change report is to 'scare everyone',The New York Times columnist Ezra Klein published a piece that appeared to condone eco-terrorism to stop climate change.,"August 10, 2021",world,https://www.foxnews.com/media/green-fraud-un-climate-change-report
5 things to know about the new UN report on climate change,"As extreme climate-related events continue to strengthen in intensity and frequency across the world, wild animals are often the first to be impacted.","August 9, 2021",world,https://www.foxnews.com/world/un-report-climate-change-5-things-know
Last month was worst July for global wildfires since 2003: report,The death toll from disastrous flooding in western Europe rose above 150 on Saturday as rescue workers toiled to clear up the devastation and prevent further damage.,"August 7, 2021",world,https://www.foxnews.com/world/last-month-was-worst-july-for-global-wildfires-since-2003-report
Climate crisis ‘will be worse than COVID’: Schumer,"U.S. Rep. Alexandria Ocasio-Cortez said Thursday that progressives will ""tank"" the bipartisan infrastructure bill if Democrats don't also pass a spending package that includes provisions on climate change, jobs and other liberal priorities. ","July 29, 2021",world,https://www.foxnews.com/politics/schumer-climate-crisis-covid
NY Times columnist excuses eco-terrorism against oil companies,"Record rainfall in Europe caused severe flooding in Germany that has reportedly killed 60 people, with dozens more still missing as the region struggles to handle the disaster. ","July 19, 2021",world,https://www.foxnews.com/media/ny-times-columnist-excuses-eco-terrorism-oil-companies
"Heat wave in Pacific Northwest, Canada killed more than 1 billion sea creatures: researchers","Author and sociological commentator Douglas Murray reacted Tuesday to new reported research declaring that Earth's civilization will end sometime in the 21st Century, if not the next 20 years.","July 17, 2021",world,https://www.foxnews.com/science/heat-wave-killed-billion-sea-creatures
European floods: Death toll tops 150 as water recedes,Democrats have agreed to add a carbon tax on imports from polluting countries to their $3.5 trillion budget plan.,"July 17, 2021",world,https://www.foxnews.com/world/europe-flooding-death-toll-tops-150-as-water-recedes
AOC says progressives will 'tank' infrastructure bill without bold climate change provisions,The Oscar-winner and climate change activist shared an infographic from UN Climate Change on his Instagram Tuesday that warned of the dangers global warming is reportedly causing to wildlife and linked it to an increased frequency of natural disasters.,"July 16, 2021",world,https://www.foxnews.com/politics/aoc-says-progressives-will-tank-infrastructure-bill-without-bold-climate-change-provisions
German floods kill 60 as dozens more remain missing,"Tennessee Republican Sen. Bill Hagerty criticized the liberal groups that called on the Biden administration to soften its stance on China, saying the U.S. adversary will not behave in a “rational” manner on its own in a Saturday interview.","July 15, 2021",world,https://www.foxnews.com/world/german-floods-kill-42-dozens-missing
Douglas Murray responds to research saying civilization will end this Century: 'Futurology' has flawed history,“Green Fraud” author Marc Morano joined “Fox News Primetime” to discuss progressive's pressuring President Biden to go soft on China's human rights abuses in favor of a climate agenda.,"July 14, 2021",world,https://www.foxnews.com/media/douglas-murray-research-civilization-will-end-century
Senate Democrats seek carbon tax on imports from countries with high pollution,"John Kerry, the Special Presidential Envoy for Climate, will travel to Russia next week to discuss global collaboration to fight climate change with officials in the country, the State Department said in a statement.","July 14, 2021",world,https://www.foxnews.com/politics/senate-democrats-approve-carbon-tax-on-imports-from-countries-with-high-pollution
Drew Barrymore leaves flirtatious comment on Leonardo DiCaprio's latest post about climate change,"A letter is expected to hit President Biden’s desk Thursday, in a progressive-led attempt to tamper the administration’s confrontational approach when it comes to China in the name of climate change.","July 14, 2021",world,https://www.foxnews.com/entertainment/drew-barrymore-flirtatious-comment-leonardo-dicaprio-climate-change
"GOP senator says China won't ever behave in 'rational' fashion, slams liberal groups for wishful thinking","Kerry can be seen going through security maskless at the Boston Logan International Airport on Monday morning in photos published Wednesday, directly contradicting the CDC’s policy — again.","July 10, 2021",world,https://www.foxnews.com/politics/gop-senator-says-china-wont-ever-behave-in-rational-fashion-slams-liberal-groups-for-wishful-thinking
China will benefit when Biden caves to climate activists: Marc Morano,"The Weather Channel is planning to ""double down"" on its climate change coverage, citing greater concerns over the issue from its audience.","July 9, 2021",world,https://www.foxnews.com/media/china-benefit-biden-caves-climate-activists
John Kerry to make Russia trip for climate discussion amid bilateral tensions,"The latest episode of CNN's “Reliable Sources” included a guest, who claimed that the burning of fossil fuels kills ten million people a year and compared it to being ""on the scale of the Holocaust.""","July 9, 2021",world,https://www.foxnews.com/politics/john-kerry-to-make-russia-trip-for-climate-discussion-amid-bilateral-tensions
Left to warn Biden that being tough on Chinese human rights could harm global warming effort,"Rep. Peter A. DeFazio, D-Ore., called on House lawmakers to pass a massive surface transportation bill on Wednesday, arguing the legislation was necessary to overhaul the country’s highways for the impacts of climate change.","July 7, 2021",world,https://www.foxnews.com/politics/left-warns-being-tough-on-chinese-human-rights-could-harm-global-warming-efforts
John Kerry caught maskless at airport in 2nd mask mishap this year,"Energy Secretary Jennifer Granholm implied that climate change could have been a cause of the tragic residential building collapse in Surfside, Fla.","July 7, 2021",world,https://www.foxnews.com/politics/john-kerry-mask-airport
"Weather Channel will 'double down' on climate change: 'Years ago, our audience didn’t want to hear about it'","Erosion, sinking land and sea rise from climate change have killed the Louisiana woods where a 41-year-old Native American chief played as a child. Not far away in the Mississippi River delta system, middle-school students can stand on islands that emerged the year they were born.","July 7, 2021",world,https://www.foxnews.com/media/weather-channel-double-climate-change-coverage-years-ago-our-audience
CNN guests claim climate change is 'larger than the Holocaust',"Sen. John Barrasso, R-Wyo., believes President Biden's energy policies demonstrate that he is ""being held hostage by the far-left wing of his party.""","July 6, 2021",world,https://www.foxnews.com/media/cnn-guests-claim-climate-change-is-larger-than-the-holocaust
Democratic Rep. Defazio: Pass House infrastructure bill because . . . climate change,"Houston police on Monday arrested eight people for trespassing outside the Texas home of Republican Sen. Ted Cruz, according to authorities.","June 30, 2021",world,https://www.foxnews.com/politics/dem-rep-climate-change-fear-nuclear-war-invasion-house-infrastructure-bill
Energy Sec. Granholm on Miami condo collapse: 'We don't know' if climate change was cause,"Scientists at the National Aeronautics and Space Administration (NASA) and the National Oceanic and Atmospheric Administration (NOAA) have determined in new research that the Earth's atmosphere has been trapping an ""unprecedented"" amount of heat, with the planet's energy imbalance approximately doubling from 2005 to 2019. ","June 29, 2021",world,https://www.foxnews.com/politics/energy-granholm-miami-condo-collapse-climate-change
NASA studies Louisiana delta system in effort to combat global climate change,Sharks are out in full force off the East Coast and around the Sunshine State just as beachgoers return to Atlantic waters this summer.,"June 29, 2021",world,https://www.foxnews.com/science/nasa-studies-louisiana-delta-system-in-effort-to-combat-global-climate-change
"Sen. Barrasso says Biden 'held hostage' by 'far-left-wing' Dems on Putin, energy policies","Missouri Attorney General Eric Schmitt in a Tuesday letter condemned the EPA's “federal government land grab"" over its decision to revise the Obama-era definition of “waters of the United States.”","June 26, 2021",world,https://www.foxnews.com/us/sen-barrasso-on-putin-pipelines
"Protesters arrested outside Ted Cruz's home in Texas, police say","Youth climate activists on Monday descended upon House Speaker Nancy Pelosi’s, D-Calif., home, where they dumped wildfire ashes on the speaker’s front porch while demanding a civilian climate corps.","June 22, 2021",world,https://www.foxnews.com/us/climate-change-protesters-arrested-ted-cruz-texas
"Earth's atmosphere trapping 'unprecedented' amount of heat: NASA, NOAA report","Gen. Jack Keane joined ""Fox & Friends"" Friday to discuss the threats facing the United States as President Biden attends the G7 summit in the United Kingdom. Keane called out several U.S. National Security-related problems plaguing the Biden Administration - a response to the president referring to climate change as the ‘greatest threat.’","June 19, 2021",world,https://www.foxnews.com/science/earth-atmosphere-unprecedented-heat-nasa-noaa
"Shark sightings, detections increase near East Coast as summer unfolds",President Biden warned military servicemembers Wednesday that top Pentagon officials consider climate change to be the “greatest threat” to America’s national security in the coming years.,"June 19, 2021",world,https://www.foxnews.com/science/atlantic-shark-sightings-east-coast
Missouri AG slams Biden's EPA for 'federal government land grab' over reinstatement of water rule,The creative director at the left-wing Sunrise Movement claimed Tuesday that he was fired after accusing leadership of ignoring Black members' demands.,"June 15, 2021",world,https://www.foxnews.com/politics/missouri-ag-schmitt-water-rule
"Protesters dump wildfire ashes on Pelosi's porch, demand civilian climate corps: report","An extinction event about 19 million years ago decimated shark populations by up to 90%, researchers say. ","June 15, 2021",world,https://www.foxnews.com/politics/protesters-dump-wildfire-ashes-pelosis-porch
Gen. Jack Keane talks major threats as world leaders to meet today at G7 summit,"The planet is sick, but it's not from climate change. It's sick because some very lonely, media-inspired leftists, want to make your life as miserable and useless as theirs.","June 11, 2021",world,https://www.foxnews.com/media/gen-jack-keane-major-threats-as-world-leaders-to-meet-today-at-g7-summit
Biden warns climate change is 'greatest threat' to US security: 'This is not a joke',Data from the National Oceanic and Atmospheric Administration (NOAA) shows that excessive heat is responsible for the most weather-related fatalities in the U.S. during an average year.,"June 9, 2021",world,https://www.foxnews.com/politics/biden-climate-change-greatest-threat-us-security
Left-wing climate group Sunrise Movement torn by internal division,Miami Mayor Francis Suarez and three members of Congress will attend a first-of-its-kind conservative climate rally in the Southwest entrepreneurial hub this weekend.,"June 8, 2021",world,https://www.foxnews.com/politics/climate-change-sunrise-movement-biden-alex-okeefe
90% of sharks mysteriously wiped out nearly 20 million years ago: researchers,Hack of JBS cripples world's largest meat producer; reaction from 'The Five',"June 5, 2021",world,https://www.foxnews.com/science/sharks-mysteriously-wiped-out-20-million-years-ago
Excessive heat is America's No. 1 weather killer,The great white shark population off the California coastline is increasing.,"June 4, 2021",world,https://www.foxnews.com/us/excessive-heat-america-number-one-weather-killer
"Miami mayor, Florida Congress members to attend first-of-its-kind conservative climate rally",A massive iceberg that broke off an Antarctic shelf earlier this month has been identified by the European Space Agency (ESA) as the world's largest.,"June 3, 2021",world,https://www.foxnews.com/politics/miami-mayor-conservative-climate-rally
Jeff Corwin on historic Tasmanian devil return: It's 'a glimmer of hope',"Fox News host Laura Ingraham ripped the Democrats and climate change 'greeniacs' who 'ignored the human suffering' of COVID-19 rules on Wednesday's 'The Ingraham Angle,' claiming the drop in carbon emissions during lockdowns left activists 'giddy'","May 29, 2021",world,https://www.foxnews.com/science/jeff-corwin-on-historic-tasmanian-devil-return-its-a-glimmer-of-hope
Great white shark population along California coast booming,"For the first time since its discovery more than 125 years ago, scientists have documented the Bornean subspecies of the Rajah Scops-Owl (Otus brookii brookii) in the montane forest of Malaysia's Mount Kinabalu.","May 26, 2021",world,https://www.foxnews.com/us/great-white-shark-population-california-coast
World’s largest iceberg breaks off Antarctic shelf,Republicans on the House Oversight and Reform Committee are seeking answers into whether politics trounces science after the Biden White House’s ouster of a scientist respected on both sides of the aisle from overseeing the federal government’s report on climate change.,"May 22, 2021",world,https://www.foxnews.com/science/worlds-largest-iceberg-breaks-off-antarctic-shelf
"West Virginia AG Morrisey: Biden energy policy amounts to Russia and China first, 'America last'","U.S. Special Envoy on Climate John Kerry acknowledged on Wednesday that obtaining solar panels from Xinjiang, China is a problem given the forced labor reported in the area and China's strength in the market. ","May 22, 2021",world,https://www.foxnews.com/politics/west-virginia-morissey-biden-energy-policy-russia-china-first-america-last
"Ingraham: We won the COVID debate, now get ready for 'impending' climate lockdowns","Former undersecretary for the Department of Energy under President Obama, Steven Koonin defended his dissent from the Biden administration’s stance on the global “climate crisis” on “Tucker Carlson Tonight” Thursday, where he dismissed climate alarmists as “misinformed.”","May 20, 2021",world,https://www.foxnews.com/media/ingraham-we-won-the-covid-debate-now-get-ready-for-impending-climate-lockdowns
Rare orange-eyed owl spotted for the first time in more than 125 years,Rep. Alexandria Ocasio-Cortez and other progressive lawmakers are calling for the creation of a 1.5 million-strong group of civilians to work on federally funded projects addressing climate change as part of their sweeping Green New Deal legislation. ,"May 15, 2021",world,https://www.foxnews.com/science/rare-orange-eyed-owl-spotted-first-time-125-years
House GOP seeks answers on Biden White House's ouster of climate official,"Sen. Chuck Grassley is pushing for the release ""all records"" related to President Biden's climate envoy John Kerry's potential or actual conflicts of interest.","May 15, 2021",world,https://www.foxnews.com/politics/house-gop-answers-biden-white-house-climate-official-ouster
John Kerry says Xinjiang solar panel production presents 'problem' for US climate strategy,Arizona Attorney General Mark Brnovich is suing the Biden administration for failing to examine the environmental effects of its immigration policies.,"May 12, 2021",world,https://www.foxnews.com/politics/john-kerry-china-uighurs-solar-panels
"Obama Energy Dept. scientist: No evidence humans contribute to hurricanes, climate alarmists are 'misinformed'","John Kerry said the U.S. and China's ""differences on human rights"" should not preclude the countries from working together on climate change.","May 6, 2021",world,https://www.foxnews.com/media/obama-energy-dept-scientist-no-evidence-humans-contribute-to-hurricanes-climate-alarmists-are-misinformed
"Move over Marine Corps, AOC's pushing for 1.5M-strong 'Climate Corps'",Vice President Harris previously said she supported changing the food pyramid to incentivize Americans to eat less red meat because of climate change.,"May 5, 2021",world,https://www.foxnews.com/politics/aoc-civilian-climate-corps-green-new-deal
John Kerry's potential conflicts of interest as climate envoy sought by Grassley,"Nickelodeon marked Earth Day this year with a segment dedicated to teaching its young audience about ""environmental racism"" and the impact it has on climate change.","May 4, 2021",world,https://www.foxnews.com/politics/john-kerry-conflict-of-interest-finances-grassley-senate-state
Biden's immigration policies hurt environment? Arizona green groups react to state AG's lawsuit,"The lawsuit was announced on Friday, with the group calling the president’s executive order on tackling climate change “an act of executive overreach that will kill thousands of jobs throughout the country and threatens to impose more burdens and harms on the American people.”","April 29, 2021",world,https://www.foxnews.com/politics/biden-immigration-environment-arizona-nepa-lawsuit
John Kerry says US and China's 'differences on human rights' shouldn't get in way of fighting climate change,"In an Earth Day testimony before Congress, the 18-year old Swedish activist Greta Thunberg, was not only asked about issues relating to the climate crisis, but how to parent children afraid of rising temperatures.","April 27, 2021",world,https://www.foxnews.com/politics/john-kerry-china-human-rights-climate-change-us
Flashback: Kamala Harris said she would support eating less meat if elected president,Laura Ingraham maps out the downfall to President Biden's climate plan after revealing his agenda at the global climate summit.,"April 27, 2021",world,https://www.foxnews.com/politics/kamala-harris-red-meat-climate-change-beef
Parents outraged over Nickelodeon segment that teaches kids about 'environmental racism:' 'Nothing is sacred',"CNN is set to host a live town hall with senior Biden administration officials this weekend on the topic of climate change, weeks after a network employee told an undercover journalist the network planned to push ""fear"" about the issue.","April 25, 2021",world,https://www.foxnews.com/media/nickelodeon-under-fire-for-earth-day-segment-that-teaches-kids-about-environmental-racism-nothing-is-sacred
