title,abstract,date,section,url
U.S. Flood Strategy Shifts to ‘Unavoidable’ Relocation of Entire Neighborhoods,"Using tax dollars to move whole communities out of flood zones, an idea long dismissed as radical, is swiftly becoming policy, marking a new and more disruptive phase of climate change.",2020-08-26,Climate,https://www.nytimes.com/2020/08/26/climate/flooding-relocation-managed-retreat.html
"250 Million Years Ago, They Hibernated at the Bottom of the World","In the tusks of creatures that lived before dinosaurs, paleontologists found signs of hibernation-like metabolism.",2020-08-27,Science,https://www.nytimes.com/2020/08/27/science/fossil-hibernation.html
"When Hurricanes Lead to Industrial Fires, Minority Neighborhoods Can Take a Hit","Hurricane Laura rolled over a coast studded with refineries and chemical plants. Other storms have caused the release of toxic substances, often affecting poorer or minority communities.",2020-08-27,Climate,https://www.nytimes.com/2020/08/27/climate/hurricane-laura-fire-pollution.html
Did Something Burp? It Was an Earthquake,Years of observations in central Italy show that more carbon dioxide percolates through Earth’s crust during periods of strong seismic activity.,2020-08-29,Science,https://www.nytimes.com/2020/08/29/science/earthquakes-carbon-dioxide.html
Big Oil Is in Trouble. Its Plan: Flood Africa With Plastic.,"Faced with plunging profits and a climate crisis that threatens fossil fuels, the industry is demanding a trade deal that weakens Kenya’s rules on plastics and on imports of American trash.",2020-08-30,Climate,https://www.nytimes.com/2020/08/30/climate/oil-kenya-africa-plastics-trade.html
E.P.A. Relaxes Rules Limiting Toxic Waste From Coal Plants,"The agency weakened Obama-era rules meant to keep metals and other pollution out of rivers and streams, saving industry tens of millions of dollars.",2020-08-31,Climate,https://www.nytimes.com/2020/08/31/climate/trump-coal-plants.html
Melting Glaciers Are Filling Unstable Lakes. And They’re Growing.,"A census of the world’s glacial lakes shows there are more than there used to be, and their water volume is growing.",2020-09-02,Science,https://www.nytimes.com/2020/09/02/science/global-warming-glacial-lakes.html
Wildfires Hasten Another Climate Crisis: Homeowners Who Can’t Get Insurance,"Insurers, facing huge losses, have been pulling back from fire-prone areas across California. “The marketplace has largely collapsed,” an advocate for counties in the state said.",2020-09-02,Climate,https://www.nytimes.com/2020/09/02/climate/wildfires-insurance.html
Getting Climate Studies Into Schools,"Also this week, a quiz: How well can you gauge your personal contribution to climate change?",2020-09-02,Climate,https://www.nytimes.com/2020/09/02/climate/schools-climate-curriculum.html
A Turtle With a Permanent Smile Was Brought Back From Near Extinction,"Scientists have rebuilt the population of Burmese roofed turtles to nearly 1,000 individuals and counting.",2020-09-03,Science,https://www.nytimes.com/2020/09/03/science/burmese-roofed-turtle-myanmar-extinction.html
Up Is Down in This Fun Physics Experiment,"The liquid levitates, and a boat floats along its bottom side.",2020-09-03,Science,https://www.nytimes.com/2020/09/03/science/floating-upside-down-liquid.html
Americans Back Tough Limits on Building in Fire and Flood Zones,"A majority support outright bans on construction in disaster-prone areas, as well as paying people to move, researchers say — policies that local governments have been reluctant to adopt.",2020-09-04,Climate,https://www.nytimes.com/2020/09/04/climate/flood-fire-building-restrictions.html
The Climate Connection to California’s Wildfires,"As fires spread through California during a global pandemic, read some of our past coverage about what’s causing them and what might help contain them.",2020-09-08,Climate,https://www.nytimes.com/2020/09/08/climate/california-wildfires-climate.html
Federal Report Warns of Financial Havoc From Climate Change,A report commissioned by President Trump’s Commodity Futures Trading Commission issued dire warnings about climate change’s impact on financial markets.,2020-09-09,Climate,https://www.nytimes.com/2020/09/08/climate/climate-change-financial-markets.html
The ‘Straightforward’ Link Between Climate and California’s Fires,"Also this week: They led the E.P.A. as Republicans. Now, they’re backing Biden.",2020-09-09,Climate,https://www.nytimes.com/2020/09/09/climate/nyt-climate-newsletter-california-wildfires.html
"These Changes Are Needed Amid Worsening Wildfires, Experts Say","The blazes scorching the West highlight the urgency of rethinking fire management policies, as climate change threatens to make things worse.",2020-09-10,Climate,https://www.nytimes.com/2020/09/10/climate/wildfires-climate-policy.html
"When the Otters Vanished, Everything Else Started to Crumble","Against the backdrop of climate change, the delicate underwater ecology of Alaska’s Aleutian Islands is hurting from declines in otters.",2020-09-10,Science,https://www.nytimes.com/2020/09/10/science/otters-sea-urchins-alaska.html
La Niña May Worsen Southwest Drought This Winter,Climate forecasters said the pattern would affect weather across the globe.,2020-09-10,Climate,https://www.nytimes.com/2020/09/10/climate/la-nina-southwest-drought.html
California’s Air Quality Is Poor. Here’s How to Protect Yourself.,"Wildfire smoke spreads misery, including health problems, far beyond fire zones. We have key facts and tips.",2020-09-11,Climate,https://www.nytimes.com/2020/09/11/climate/california-smoke-wildfires.html
"In Oregon, a New Climate Menace: Fires Raging Where They Don’t Usually Burn","The northwest part of the state, usually much wetter, has dried out this year, enabling flames driven by powerful winds to “just explode down these canyons.”",2020-09-12,Climate,https://www.nytimes.com/2020/09/12/climate/oregon-wildfires.html
Extinction Is Not Inevitable. These Species Were Saved.,"Conservation efforts have saved up to 48 mammal and bird species since 1993, but scientists say much more is needed to stem biodiversity loss.",2020-09-12,Science,https://www.nytimes.com/2020/09/12/science/extinction-species-conservation.html
A Secret Recording Reveals Oil Executives’ Private Views on Climate Change,"At a meeting last year, industry leaders contradicted public claims that emissions of climate-warming methane are under control",2020-09-12,Climate,https://www.nytimes.com/2020/09/12/climate/methane-natural-gas-flaring.html
The Arctic Is Shifting to a New Climate Because of Global Warming,"Open water and rain, rather than ice and snow, are becoming typical of the region, a new study has found.",2020-09-14,Climate,https://www.nytimes.com/2020/09/14/climate/arctic-changing-climate.html
A ‘Crossroads’ for Humanity: Earth’s Biodiversity Is Still Collapsing,"Countries have made insufficient progress on international goals designed to halt a catastrophic slide, a new report found.",2020-09-15,Climate,https://www.nytimes.com/2020/09/15/climate/biodiversity-united-nations-report.html
Forecasters Are Running Out of Names This Hurricane Season. What Then?,"Barely halfway through what one meteorologist called a “hyperactive” season, there is only one entry left on the 21-name list used for storms.",2020-09-15,Climate,https://www.nytimes.com/2020/09/15/climate/hurricane-names-2020.html
Why Hurricane Sally Could Bring a Deluge,"Scientists know climate change has made storms wetter. There’s evidence that it makes some slower, too. It all adds up to trouble when they hit land.",2020-09-15,Climate,https://www.nytimes.com/2020/09/15/climate/hurricane-sally-climate-change.html
How to Fight a Wildfire: Grueling Work and Managing Risks,"Basic firefighting techniques have changed little in decades — but fires themselves are now changing as the world warms, complicating an already perilous profession.",2020-09-15,Climate,https://www.nytimes.com/2020/09/15/climate/firefighting-techniques.html
A Solar Forecast With Good News for Civilization as We Know It,"Space weather experts believe the sun has entered a new sunspot cycle, and expect it to be a relatively quiet one.",2020-09-15,Science,https://www.nytimes.com/2020/09/15/science/sun-solar-cycle.html
It’s Not Just the West. These Places Are Also on Fire.,"Extreme temperatures and more severe droughts, the result of human-caused climate change, have created a world that’s ready to burn.",2020-09-16,Climate,https://www.nytimes.com/2020/09/16/climate/wildfires-globally.html
That Mushroom Motorcycle Jacket Will Never Go Out of Style,"Leather goods made of fungi are versatile and sustainable, a new study finds.",2020-09-16,Science,https://www.nytimes.com/2020/09/16/science/fungus-leather.html
A season of climate-fueled disasters,Wildfires are still scorching the West as a hurricane hits the South,2020-09-16,Climate,https://www.nytimes.com/2020/09/16/climate/wildfires-hurricanes-climate-change.html
"As Wildfires Rage, California Presses Insurers to Cut Rates","But the changes could backfire, experts say, pushing more insurers to stop offering coverage in areas where fire risk is rising because of climate change.",2020-09-16,Climate,https://www.nytimes.com/2020/09/16/climate/california-home-insurance-crisis.html
Hurricane Sally’s Fierce Rain Shows How Climate Change Raises Storm Risks,"Staggering rain totals, fueled by a warming atmosphere that can hold more moisture, are being recorded from the storm.",2020-09-16,Climate,https://www.nytimes.com/2020/09/16/climate/hurricane-sally-climate-change.html
A New Ship’s Mission: Let the Deep Sea Be Seen,"A giant new vessel, OceanXplorer, seeks to unveil the secrets of the abyss for a global audience.",2020-09-17,Science,https://www.nytimes.com/2020/09/17/science/ocean-exploration-dalio-ship.html
Oregon Rain Brings New Threat After the Fires: Landslides,"Heavy downpours can bring destructive mudslides now, or in years to come.",2020-09-18,Climate,https://www.nytimes.com/2020/09/18/climate/oregon-rain-fires-landslides.html
Mount Wilson Observatory Survives a Trial by Fire,The birthplace of modern cosmology “has been declared safe” from the wildfires that have ravaged the surrounding area in Southern California.,2020-09-19,Science,https://www.nytimes.com/2020/09/19/science/wilson-observatory-bobcat-wildfires.html
How California Became Ground Zero for Climate Disasters,The engineering and land management that enabled the state’s tremendous growth have left it more vulnerable to climate shocks — and those shocks are getting worse.,2020-09-20,Climate,https://www.nytimes.com/2020/09/20/climate/california-climate-change-fires.html
An Alaska Mine Project Might Be Bigger Than Acknowledged,"In secretly recorded meetings, executives with the Pebble Mine project said the operation could run nine times longer than outlined in their permit filings.",2020-09-21,Climate,https://www.nytimes.com/2020/09/21/climate/pebble-mine-alaska.html
"Arctic Sea Ice Reaches a Low, Just Missing Record","Only 2012 had less sea ice coverage, scientists say, as climate change takes its toll in the region.",2020-09-22,Climate,https://www.nytimes.com/2020/09/21/climate/arctic-sea-ice-climate-change.html
Democratic Donors Push Biden for a Cabinet Free of Fossil Fuel Connections,A group of more than 60 donors is urging Joe Biden to renounce advisers with ties to the fossil fuel industry.,2020-09-22,Climate,https://www.nytimes.com/2020/09/22/climate/biden-climate-change.html
Climate Disruption Is Now Locked In. The Next Moves Will Be Crucial.,The Times spoke to two dozen experts who said decisions made now would spell the difference between a difficult future and something  far worse.,2020-09-22,Climate,https://www.nytimes.com/2020/09/22/climate/climate-change-future.html
"China, in Pointed Message to U.S., Tightens Its Climate Targets","President Xi Jinping pledged, among other goals, to achieve “carbon neutrality by 2060.” It was China’s boldest promise yet on climate change.",2020-09-22,Climate,https://www.nytimes.com/2020/09/22/climate/china-emissions.html
Election and Supreme Court Fight Will Decide Trump’s Environmental Legacy,Court losses are piling up for President Trump's environmental deregulation agenda. But a second term in the White House could help them stick.,2020-09-23,Climate,https://www.nytimes.com/2020/09/23/climate/trump-environment-courts.html
We’ll Have to Learn to Live With Smoke. Here’s Why.,"There’s a huge fire debt in the West that must be paid off, experts say, either through controlled burns or out-of-control blazes. Either way, that means smoke.",2020-09-23,Climate,https://www.nytimes.com/2020/09/23/climate/fires-west-smoke.html
356 Elephants Dropped Dead. Did This Bacteria Poison Them?,"Some conservationists accepted the explanation provided by Botswana’s government, but others raised doubts.",2020-09-23,Science,https://www.nytimes.com/2020/09/23/science/dead-elephants-botswana.html
Getting Climate Into the Presidential Debates,"Also this week, learning to live with smoke. And, climate experts talk about the future.",2020-09-23,Climate,https://www.nytimes.com/2020/09/23/climate/wildfires-smoke.html
"Heat and Drought Team Up More Frequently, With Disastrous Results",A new study finds that what used to be a rare weather double whammy has been occurring more frequently in recent decades because of climate change.,2020-09-23,Climate,https://www.nytimes.com/2020/09/23/climate/heat-drought-climate-change.html
E.P.A. Rejects Its Own Findings That a Pesticide Harms Children’s Brains,The agency’s new assessment directly contradicts federal scientists’ conclusions five years ago that chlorpyrifos can stunt brain development in young children.,2020-09-23,Climate,https://www.nytimes.com/2020/09/23/climate/epa-pesticide-chlorpyrifos-children.html
California Plans to Ban Sales of New Gas-Powered Cars in 15 Years,"The proposal would speed up the state’s efforts to fight global warming at a time when California is being battered by wildfires, heat waves and other consequences of climate change.",2020-09-23,Climate,https://www.nytimes.com/2020/09/23/climate/california-ban-gas-cars.html
Ocean Heat Waves Are Directly Linked to Climate Change,The “blob” of hotter ocean water that killed sea lions and other marine life in 2014 and 2015 may become permanent.,2020-09-24,Climate,https://www.nytimes.com/2020/09/24/climate/ocean-heat-waves-blob.html
Trump Administration Releases Plan to Open Tongass Forest to Logging,"The effort to open the Alaskan wilderness area, the nation’s largest national forest, has been in the works for about two years.",2020-09-25,Climate,https://www.nytimes.com/2020/09/24/climate/tongass-logging.html
"At Climate Week, America’s Cascading Disasters Dominate",This year’s events come amid a climate reckoning in the world’s richest country. Here are the takeaways.,2020-09-25,Climate,https://www.nytimes.com/2020/09/25/climate/climate-week-2020.html
E.P.A. to Promote Lead Testing Rule as Trump Tries to Burnish His Record,"The E.P.A. will tout a new rule on testing lead in drinking water as President Trump's latest environmental achievement, but water experts see only modest improvements at best.",2020-09-27,Climate,https://www.nytimes.com/2020/09/27/climate/trump-environment-lead.html
"Compact Nuclear Fusion Reactor Is ‘Very Likely to Work,’ Studies Suggest",A series of research papers renews hope that the long-elusive goal of mimicking the way the sun produces energy might be achievable.,2020-09-29,Climate,https://www.nytimes.com/2020/09/29/climate/nuclear-fusion-reactor.html
Denver Wants to Fix a Legacy of Environmental Racism,"Historically, trees and city parks in America go to wealthy, white neighborhoods. Now, a program in Colorado’s capital is trying to correct that injustice.",2020-09-30,Climate,https://www.nytimes.com/2020/09/30/climate/city-parks.html
A Surprise in the Presidential Debate,"Also this week, Trump’s Supreme Court nominee",2020-09-30,Climate,https://www.nytimes.com/2020/09/30/climate/climate-amy-coney-barrett.html
Melting Ice Reveals Mummified Penguins in Antarctica,Birds that appeared “freshly dead” near an Italian research base turned out to be centuries old.,2020-09-30,Science,https://www.nytimes.com/2020/09/30/science/penguins-mummies-antarctica.html
Fires and Storms Push Demand for Emergency Shelter to a New High,"The Red Cross has provided more nights of shelter to Americans this year than at any point on record, a sign of the widening human toll of climate change.",2020-10-01,Climate,https://www.nytimes.com/2020/10/01/climate/disaster-shelter-red-cross.html
"After Wildfires Stop Burning, a Danger in the Drinking Water",Experts are warning that existing water safety rules are not suitable to a world where wildfires destroy more residential areas than in the past.,2020-10-02,Science,https://www.nytimes.com/2020/10/02/science/wildfires-water-toxic.html
"Hotter Days Widen Racial Gap in U.S. Schools, Data Shows","Higher temperatures are linked to worse test scores, but only for Black and Hispanic children. The likely culprit: a lack of air-conditioning.",2020-10-05,Climate,https://www.nytimes.com/2020/10/05/climate/heat-minority-school-performance.html
Judges Tell Trump His Officials Are Serving Illegally. He Does Nothing.,Three high-ranking administration officials have been found by courts to be working in violation of a 1998 law that governs how a president can appoint temporary officials.,2020-10-05,Climate,https://www.nytimes.com/2020/10/05/climate/trump-pendley-land-management.html
"2020 Had the Warmest September on Record, Data Shows","The analysis, by European scientists, kept this year on track to be one of the five hottest in recorded history.",2020-10-07,Climate,https://www.nytimes.com/2020/10/07/climate/hottest-september.html
New England’s Forests Are Sick. They Need More Tree Doctors.,Climate change is taking a toll on woodlands in the Northeast.,2020-10-07,Climate,https://www.nytimes.com/2020/10/07/climate/new-england-trees-forests.html
"Covid, Climate and Denial","Also this week, good reasons to find yourself a tailor.",2020-10-07,Climate,https://www.nytimes.com/2020/10/07/climate/covid-climate-and-denial.html
Brain Surgery for a ‘Sweet Boy’: Saving Cronutt the Sea Lion,"Cronutt, like a growing number of ocean mammals, developed seizures because of toxins in the water. Scientists hope a pioneering procedure he underwent this week could help.",2020-10-08,Science,https://www.nytimes.com/2020/10/08/science/sea-lion-epilepsy-surgery-cronutt.html
Judges Hear Arguments in President Trump’s Biggest Climate Rollback,Appeals court judges sounded skeptical about the Trump administration's efforts to narrow the scope of the Clean Air Act to limit regulatory action against coal.,2020-10-08,Climate,https://www.nytimes.com/2020/10/08/climate/trump-climate-change.html
"Wolverines Don’t Require Protection, U.S. Officials Rule",The decision capped a quarter-century legal battle that exposed deep divisions over the role of government and how humans interact with nature.,2020-10-08,Climate,https://www.nytimes.com/2020/10/08/climate/wolverines-no-federal-protection.html
"What’s Green, Soggy and Fights Climate Change?","You might be surprised: Protecting peat bogs could help the world avert the worst effects of global warming, a new study has found.",2020-10-09,Climate,https://www.nytimes.com/2020/10/09/climate/peat-climate-change.html
"After a Year in the Ice, the Biggest-Ever Arctic Science Mission Ends",The research ship Polarstern docked in Germany after nearly 13 months studying the rapidly changing region.,2020-10-12,Climate,https://www.nytimes.com/2020/10/12/climate/mosaic-arctic-expedition-climate-change.html
Florida Sees Signals of a Climate-Driven Housing Crisis,"Home sales in areas most vulnerable to sea-level rise began falling around 2013, researchers found. Now, prices are following a similar downward path.",2020-10-12,Climate,https://www.nytimes.com/2020/10/12/climate/home-sales-florida.html
"Environmentalists and Dam Operators, at War for Years, Start Making Peace","Facing a climate crisis, environmental groups and industry agree to work together to bolster hydropower while reducing harm from dams.",2020-10-13,Climate,https://www.nytimes.com/2020/10/13/climate/environmentalists-hydropower-dams.html
Trump’s ‘Frack’ Attack on Biden Seems to Be Falling Short,"President Trump has made fracking  a ""Hail Mary"" attack on Joe Biden in the industrial Midwest, but  three weeks before Election Day, it does not seem to be working.",2020-10-13,Climate,https://www.nytimes.com/2020/10/13/climate/trump-biden-fracking.html
"Under Trump, Criminal Prosecutions for Pollution Dropped Sharply","A new report finds an “alarming” drop in prosecutions over violations of the Clean Air Act and Clean Water Act, fundamental environmental laws.",2020-10-13,Climate,https://www.nytimes.com/2020/10/13/climate/pollution-lawsuits-trump-environment.html
Coronavirus Vaccine Makers Are Not Mass-Slaughtering Sharks,"Some coronavirus vaccines rely on a shark-based product, but that doesn’t mean you shouldn’t get immunized.",2020-10-13,Science,https://www.nytimes.com/2020/10/13/science/sharks-vaccines-covid-squalene.html
Fracking and the Election,"Also this week, how to make Halloween less wasteful.",2020-10-14,Climate,https://www.nytimes.com/2020/10/14/climate/fracking-and-the-election.html
"Restoring Farmland Could Drastically Slow Extinctions, Fight Climate Change","Returning strategic parts of the world’s farmlands to nature could help mitigate both climate change and biodiversity loss, a new study found.",2020-10-14,Climate,https://www.nytimes.com/2020/10/14/climate/biodiversity-farmland-extinction.html
The Great Barrier Reef Has Lost Half Its Corals,"Researchers in Australia blamed climate change for the loss, which they said could diminish critical habitats for fish and other marine life.",2020-10-14,Climate,https://www.nytimes.com/2020/10/14/climate/great-barrier-reef-climate-change.html
Nearly Half of the U.S. Is in Drought. It May Get Worse.,"The most widespread drought in the continental United States since 2013 covers more than 45 percent of the Lower 48 states, federal scientists said.",2020-10-15,Climate,https://www.nytimes.com/2020/10/15/climate/noaa-climate-call-drought.html
"By Calling Climate Change ‘Controversial,’ Barrett Created Controversy","Judge Amy Coney Barrett refused to answer numerous questions, but it was her avoidance of acknowledging climate change that particularly resonated.",2020-10-15,Climate,https://www.nytimes.com/2020/10/15/climate/amy-coney-barrett-climate-change.html
How Many Plants Have We Wiped Out? Here Are 5 Extinction Stories,"Botanists have laid out evidence that dozens of North American trees, herbs, plants and shrubs have gone extinct since European settlers arrived.",2020-10-16,Science,https://www.nytimes.com/2020/10/16/science/plants-extinction-north-america.html
Belching Cows and Endless Feedlots: Fixing Cattle’s Climate Issues,"The United States is home to 95 million cattle, and changing what they eat could have a significant effect on emissions of greenhouse gases like methane that are warming the world.",2020-10-21,Climate,https://www.nytimes.com/2020/10/21/climate/beef-cattle-methane.html
What Cows Eat Affects Climate,"Also this week, voters in Colorado decide on protections for wolves.",2020-10-21,Climate,https://www.nytimes.com/2020/10/21/climate/what-cows-eat-affects-climate.html
A Debate Pledge to ‘Transition’ From Oil Puts Climate at Center of Campaign Finale,"Joseph R. Biden Jr.'s debate statement that he would ""transition"" the country away from oil gave President Trump an opening and thrust climate change center stage.",2020-10-23,Climate,https://www.nytimes.com/2020/10/23/climate/biden-debate-oil.html
"Europe Moves to Protect Nature, but Faces Criticism Over Subsidizing Farms",The proposal would protect 30 percent of the continent’s land and water by 2030.,2020-10-23,Climate,https://www.nytimes.com/2020/10/23/climate/europe-nature-farms.html
"Fix, or Toss? The ‘Right to Repair’ Movement Gains Ground","Both Republicans and Democrats are pursuing laws to make it easier for people to fix cellphones, cars, even hospital ventilators. In Europe, the movement is further along.",2020-10-23,Climate,https://www.nytimes.com/2020/10/23/climate/right-to-repair.html
White House Releases New Plan for Seismic Tests in Arctic Refuge,The survey would bring heavy trucks looking for signs of oil reserves into one of the most remote and pristine parts of the United States.,2020-10-24,Climate,https://www.nytimes.com/2020/10/24/climate/anwr-seismic-tests-arctic-refuge.html
Biden Pledges Ambitious Climate Action. Here’s What He Could Actually Do.,"If elected, Joe Biden and his allies are preparing to pass climate change legislation, piece by piece — knowing full well that the candidate’s $2 trillion plan would be a tough sell.",2020-10-25,Climate,https://www.nytimes.com/2020/10/25/climate/biden-climate-change.html
"In Madagascar, Endangered Lemurs Find a Private Refuge",Climate change is shifting the habitats of endangered species and requiring conservation scientists to think outside traditional park boundaries.,2020-10-26,Science,https://www.nytimes.com/2020/10/26/science/madagascar-lemurs-climate-change.html
"Exports of Used Cars Are a Pollution Problem, U.N. Warns","Rich countries are sending millions of older, dirtier vehicles abroad, in a trade that’s largely unregulated, even as they mandate cleaner cars at home.",2020-10-26,Climate,https://www.nytimes.com/2020/10/26/climate/used-car-export-pollution.html
"There’s Water and Ice on the Moon, and in More Places Than NASA Thought",Future astronauts seeking water on the moon may not need to go into the most treacherous craters in its polar regions to find it.,2020-10-26,Science,https://www.nytimes.com/2020/10/26/science/moon-ice-water.html
Zeta Is Downgraded on the Way to the Gulf Coast,"The storm, which was a Category 1 hurricane, was expected to restrengthen later on Tuesday.",2020-10-26,Climate,https://www.nytimes.com/2020/10/26/climate/hurricane-zeta-rain.html
"As Election Nears, Trump Makes a Final Push Against Climate Science",The administration is imposing new limits on the National Oceanic and Atmospheric Administration that would undercut action against global warming.,2020-10-27,Climate,https://www.nytimes.com/2020/10/27/climate/trump-election-climate-noaa.html
"As Climate Disasters Pile Up, a Radical Proposal Gains Traction","The idea of modifying Earth’s atmosphere to cool the planet, once seen as too risky to seriously consider, is attracting new money and attention.",2020-10-28,Climate,https://www.nytimes.com/2020/10/28/climate/climate-change-geoengineering.html
How Musk Oxen Make It Through Arctic Nights and Never-Ending Days,Scientists wondered whether animals living above the Arctic Circle had the same circadian rhythms as the rest of us.,2020-10-28,Science,https://www.nytimes.com/2020/10/28/science/musk-ox-circadian-rhythm.html
One Thing You Can Do: Vote,"Also this week, what’s at stake in a shake-up at NOAA.",2020-10-28,Climate,https://www.nytimes.com/2020/10/28/climate/climate-elections.html
These Zombies Threaten the Whole Planet,"Canada’s oil patch has nearly 100,000 suspended wells, neither active nor capped, and they’re a worrying source of planet-warming methane.",2020-10-30,Climate,https://www.nytimes.com/2020/10/30/climate/oil-wells-leak-canada.html
A Pinnacle of Coral Is Discovered in Australia’s Great Barrier Reef,The underwater skyscraper teems with sea life and had been overlooked in past surveys of the reef system.,2020-10-30,Science,https://www.nytimes.com/2020/10/30/science/great-barrier-reef-new-coral.html
Americans May Add Five Times More Plastic to the Oceans Than Thought,"The United States is using more plastic than ever, and waste exported for recycling is often mishandled, according to a new study.",2020-10-30,Climate,https://www.nytimes.com/2020/10/30/climate/plastic-pollution-oceans.html
‘They’re Calling You on the Squid Phone’,"Cephalopod researchers were surprised by the sighting of a ram’s horn squid, a peculiar animal never before filmed in its natural environment.",2020-10-31,Science,https://www.nytimes.com/2020/10/31/science/rams-head-squid-cephalopod.html
"Tropical Storm Eta Forms, Tying a Record Set 15 Years Ago","Eta became the 28th named storm of the 2020 hurricane season, matching a record set in 2005.",2020-11-01,Climate,https://www.nytimes.com/2020/11/01/climate/eta-hurricane-record.html
U.S. Quits Paris Climate Agreement: Questions and Answers,President Trump’s withdrawal formally came into force the day after Election Day in the United States. Here’s what it means.,2020-11-04,Climate,https://www.nytimes.com/2020/11/04/climate/paris-climate-agreement-trump.html
The Election Edition,"Also this week, the United States exits the Paris climate agreement",2020-11-04,Climate,https://www.nytimes.com/2020/11/04/climate/climate-us-election.html
The U.S. Left the Paris Climate Pact. Allies and Rivals Are Pressing Ahead.,"The American exit officially took effect Wednesday. If Joseph R. Biden Jr. wins the election and rejoins the pact, the United States will have a lot of catching up to do.",2020-11-04,Climate,https://www.nytimes.com/2020/11/04/climate/paris-agreement-us-election.html
"Cutting Greenhouse Gases From Food Production Is Urgent, Scientists Say","Efforts to limit global warming often focus on emissions from fossil fuels, but food is crucial, too, according to new research.",2020-11-05,Climate,https://www.nytimes.com/2020/11/05/climate/climate-change-food-production.html
California Bars Insurers From Dropping Policies in Wildfire Areas,The new one-year freeze is a sign of the growing financial burden caused by climate change.,2020-11-05,Climate,https://www.nytimes.com/2020/11/05/climate/california-wildfire-insurance.html
Iceberg Headed for Sub-Antarctic Island Could Threaten Wildlife,"The iceberg, known as A68a, broke apart from the Antarctic Peninsula in 2017 and has been drifting ever since.",2020-11-07,Science,https://www.nytimes.com/2020/11/07/science/giant-iceberg.html
9 Things the Biden Administration Could Do Quickly on the Environment,The first 100 days of the Biden administration are likely to see a flurry of executive actions on climate change.,2020-11-08,Climate,https://www.nytimes.com/2020/11/08/climate/biden-climate.html
What Will Trump’s Most Profound Legacy Be? Possibly Climate Damage,"President-elect Biden can restore many of the 100-plus environmental regulations that President Trump rolled back, but much of the damage to the climate cannot be reversed.",2020-11-09,Climate,https://www.nytimes.com/2020/11/09/climate/trump-legacy-climate-change.html
Trump Administration Removes Scientist in Charge of Assessing Climate Change,"Michael Kuperberg was told he would no longer oversee the National Climate Assessment. The job is expected to go to a climate-change skeptic, according to people familiar with the changes.",2020-11-09,Climate,https://www.nytimes.com/2020/11/09/climate/michael-kuperberg-climate-assessment.html
How a Human Cousin Adapted to a Changing Climate,A skull found in a South African cave suggests that the species went through a process of microevolution during a chaotic environmental shift.,2020-11-09,Science,https://www.nytimes.com/2020/11/09/science/skull-south-africa-climate-change.html
"Theta Forms as Season’s 29th Named Storm, Breaking a Record","The arrival of Theta broke the annual record for the number of storms strong enough to be given names. That benchmark was set in 2005, the year Hurricane Katrina hit the Gulf Coast.",2020-11-10,Climate,https://www.nytimes.com/2020/11/09/climate/atlantic-hurricane-season-record.html
5 Things We Know About Climate Change and Hurricanes,"Scientists can’t say for sure whether global warming is causing more hurricanes, but they are confident that it’s changing the way storms behave. Here’s how.",2020-11-10,Climate,https://www.nytimes.com/2020/11/10/climate/climate-change-hurricanes.html
Warming May Make Hurricanes Weaken More Slowly After Landfall,New research suggests that climate change may be causing storms to retain destructive power for longer after moving inland.,2020-11-11,Climate,https://www.nytimes.com/2020/11/11/climate/hurricanes-climate-change-patterns.html
Training Facial Recognition on Some New Furry Friends: Bears,"In their spare time, two Silicon Valley developers aided conservationists in developing artificial intelligence to help keep track of individual bears.",2020-11-11,Science,https://www.nytimes.com/2020/11/11/science/bears-facial-recognition.html
Sizing Up Trump’s Legacy,"Also this week, how global warming is changing hurricanes",2020-11-11,Climate,https://www.nytimes.com/2020/11/11/climate/sizing-up-trumps-legacy.html
New Technology Claims to Pinpoint Even Small Methane Leaks From Space,"Amid growing alarm about methane’s role in driving global warming, a Canadian firm has begun selling a service to detect even relatively small leaks. At least two rivals are on the way.",2020-11-11,Climate,https://www.nytimes.com/2020/11/11/climate/methane-leaks-satellite-space.html
How One Firm Drove Influence Campaigns Nationwide for Big Oil,"FTI, a global consulting firm, helped design, staff and run organizations and websites funded by energy companies that can appear to represent grass-roots support for fossil-fuel initiatives.",2020-11-11,Climate,https://www.nytimes.com/2020/11/11/climate/fti-consulting.html
Using Wolves as First Responders Against a Deadly Brain Disease,Some scientists say that the predators are essential to curbing the spread of Chronic Wasting Disease because they pick off weak deer.,2020-11-12,Science,https://www.nytimes.com/2020/11/12/science/wolves-chronic-wasting-disease.html
Biden Wants to Be the Climate President. He’ll Need Some Help From Xi Jinping.,"The U.S.-China relationship is at its lowest point in a half century, but there are also converging interests on global warming.",2020-11-13,Climate,https://www.nytimes.com/2020/11/13/climate/biden-climate-china.html
"Trump Administration, in Late Push, Moves to Sell Oil Rights in Arctic Refuge","The lease sales could occur just before Inauguration Day, leaving the administration of Joseph R. Biden Jr. to try to reverse them after the fact.",2020-11-16,Climate,https://www.nytimes.com/2020/11/16/climate/trump-oil-drilling-alaska.html
Biden Plans to Move Fast With a ‘Climate Administration.’ Here’s How.,"President-elect Joseph R. Biden Jr. will embed climate policy throughout his government, not only in environmental agencies but in departments like justice, defense, the Treasury and transportation.",2020-11-17,Climate,https://www.nytimes.com/2020/11/17/climate/biden-climate-change.html
